id_course,id_chauffeur,id_client,date_heure_demande,jour_semaine,heure,est_weekend,est_pointe,depart,arrivee,distance_km,tarif_estime,multiplicateur_tarif,moyen_paiement,statut_course,nb_courses_client_mois,derniere_course_il_y_a_jours,segment_client,nb_courses_chauffeur_mois,note_chauffeur,segment_chauffeur,incitation,points_gagnes,points_utilises_reduction,cout_incitation,recette_course,revenu_net,revenu_moyen_segment,hausse_revenu_positive
C00839,CH0257,CL0087,2025-02-22 12:04:00,sam,12,1,0,Sainte-Rita,Jéricho,4.22,1011.0,1.1,carte,annulee,42,19,regulier,513,5.0,performant,prime_objectif,0,0,300.0,0.0,-300.0,2000.0,0
C00840,CH0277,CL0743,2025-02-27 03:41:00,jeu,3,0,0,Sainte-Rita,Zopah,3.6,867.0,1.0,portefeuille,terminee,15,21,nouveau_client,419,4.93,performant,aucune,0,0,0.0,846.84,846.84,1200.0,0
C00841,CH0253,CL0573,2025-01-02 10:17:00,jeu,10,0,0,Agla,Akpakpa,5.04,1143.0,1.0,portefeuille,terminee,19,38,inactif,91,4.74,faible_activite,prime_objectif,0,0,300.0,1186.2,886.2,800.0,1
C00842,CH0225,CL0249,2025-03-01 23:14:00,sam,23,1,0,Gbodjè,Akpakpa,7.31,2136.0,1.0,carte,terminee,20,3,nouveau_client,240,3.99,intermediaire,prime_objectif,0,0,300.0,2204.43,1904.4299999999998,1200.0,1
C00843,CH0042,CL0586,2025-01-17 06:33:00,ven,6,0,0,Haie Vive,Cadjehoun,5.58,1344.0,1.1,portefeuille,terminee,23,55,inactif,247,4.53,intermediaire,aucune,0,0,0.0,1598.73,1598.73,800.0,1
C00844,CH0021,CL0534,2025-03-28 17:54:00,ven,17,0,1,Cadjehoun,Calavi Kpota,2.32,562.0,1.2,cash,annulee,1,28,nouveau_client,254,4.57,intermediaire,remise_bienvenue,0,0,134.88,0.0,-134.88,1200.0,0
C00845,CH0222,CL0174,2025-01-14 15:06:00,mar,15,0,0,Menontin,Gbodjè,6.57,1616.0,1.0,portefeuille,terminee,18,45,inactif,509,4.56,performant,points_gowin,80,16,16.0,1690.34,1674.34,800.0,1
C00846,CH0166,CL0702,2025-02-07 13:35:00,ven,13,0,0,Jéricho,Akpakpa,10.16,2383.0,1.1,cash,terminee,59,57,regulier,255,4.47,intermediaire,points_gowin,131,13,13.0,2812.37,2799.37,2000.0,1
C00847,CH0129,CL0390,2025-01-08 22:21:00,mer,22,0,0,Menontin,Gbodjè,7.43,2028.0,1.0,cash,terminee,30,23,regulier,483,4.69,performant,prime_objectif,0,0,300.0,1936.46,1636.46,2000.0,0
C00848,CH0014,CL0174,2025-03-31 23:14:00,lun,23,0,0,Gbodjè,Agla,1.49,344.0,1.0,portefeuille,terminee,24,0,nouveau_client,212,4.73,intermediaire,aucune,0,0,0.0,361.42,361.42,1200.0,0
C00849,CH0047,CL0143,2025-02-15 10:44:00,sam,10,1,0,Gbodjè,Akpakpa,5.54,1302.0,1.0,portefeuille,terminee,15,23,nouveau_client,247,4.0,intermediaire,remise_bienvenue,0,0,260.4,1282.54,1022.14,1200.0,0
C00850,CH0118,CL0276,2025-02-23 20:01:00,dim,20,1,0,Gbodjè,Calavi Kpota,1.64,448.0,1.0,portefeuille,terminee,14,57,inactif,259,4.91,intermediaire,aucune,0,0,0.0,442.59,442.59,800.0,0
C00851,CH0295,CL0309,2025-01-07 06:53:00,mar,6,0,0,Akpakpa,Gbodjè,3.15,789.0,1.0,cash,terminee,16,29,nouveau_client,250,4.06,intermediaire,remise_bienvenue,0,0,157.8,834.83,677.03,1200.0,0
C00852,CH0011,CL0275,2025-03-09 17:54:00,dim,17,1,1,Haie Vive,Calavi Kpota,4.94,1374.0,1.2,carte,terminee,20,11,nouveau_client,232,4.38,intermediaire,points_gowin,82,29,29.0,1762.59,1733.59,1200.0,1
C00853,CH0138,CL0505,2025-01-20 03:23:00,lun,3,0,0,Fidjrossè,Calavi Kpota,4.53,1209.0,1.1,cash,terminee,27,18,nouveau_client,221,4.23,intermediaire,aucune,0,0,0.0,1337.56,1337.56,1200.0,1
C00854,CH0296,CL0150,2025-03-23 01:47:00,dim,1,1,0,Calavi Kpota,Sainte-Rita,7.34,1792.0,1.1,cash,terminee,21,36,inactif,262,4.28,intermediaire,aucune,0,0,0.0,2106.25,2106.25,800.0,1
C00855,CH0021,CL0065,2025-01-19 17:06:00,dim,17,1,1,Zopah,Sainte-Rita,10.19,2790.0,1.2,cash,terminee,17,57,inactif,494,4.83,performant,aucune,0,0,0.0,3403.45,3403.45,800.0,1
C00856,CH0090,CL0172,2025-01-18 09:53:00,sam,9,1,1,Zopah,Calavi Tokpa,5.27,1232.0,1.2,carte,terminee,19,39,inactif,438,4.54,performant,aucune,0,0,0.0,1594.67,1594.67,800.0,1
C00857,CH0241,CL0446,2025-01-04 12:56:00,sam,12,1,0,Haie Vive,Gbodjè,2.99,793.0,1.0,cash,terminee,21,42,inactif,259,4.7,intermediaire,points_gowin,39,26,26.0,756.31,730.31,800.0,0
C00858,CH0266,CL0283,2025-02-12 17:39:00,mer,17,0,1,Akpakpa,Cadjehoun,0.93,240.0,1.3,cash,terminee,0,53,inactif,555,4.69,performant,aucune,0,0,0.0,300.31,300.31,800.0,0
C00859,CH0227,CL0432,2025-02-21 02:03:00,ven,2,0,0,Zopah,Sainte-Rita,8.53,2091.0,1.0,portefeuille,terminee,28,3,nouveau_client,90,3.93,faible_activite,remise_bienvenue,0,0,418.2,2229.95,1811.7499999999998,1200.0,1
C00860,CH0143,CL0307,2025-01-07 03:55:00,mar,3,0,0,Jéricho,Haie Vive,3.61,976.0,1.0,carte,terminee,59,14,regulier,256,4.33,intermediaire,aucune,0,0,0.0,1018.57,1018.57,2000.0,0
C00861,CH0093,CL0496,2025-03-12 01:08:00,mer,1,0,0,Zopah,Jéricho,3.74,1086.0,1.1,cash,annulee,21,19,nouveau_client,258,4.72,intermediaire,points_gowin,59,38,38.0,0.0,-38.0,1200.0,0
C00862,CH0300,CL0079,2025-02-11 01:06:00,mar,1,0,0,Gbodjè,Jéricho,3.94,1182.0,1.0,cash,terminee,43,43,regulier,231,4.7,intermediaire,aucune,0,0,0.0,1222.01,1222.01,2000.0,0
C00863,CH0224,CL0370,2025-02-17 10:40:00,lun,10,0,0,Agla,Cadjehoun,5.11,1383.0,1.0,portefeuille,terminee,27,19,nouveau_client,245,3.97,intermediaire,aucune,0,0,0.0,1441.22,1441.22,1200.0,1
C00864,CH0252,CL0258,2025-02-09 22:02:00,dim,22,1,0,Haie Vive,Zopah,5.21,1330.0,1.1,carte,terminee,21,53,inactif,265,4.81,intermediaire,aucune,0,0,0.0,1593.98,1593.98,800.0,1
C00865,CH0047,CL0253,2025-02-06 07:38:00,jeu,7,0,1,Akpakpa,Sainte-Rita,3.19,772.0,1.3,carte,annulee,33,54,regulier,124,4.68,faible_activite,prime_objectif,0,0,300.0,0.0,-300.0,2000.0,0
C00866,CH0241,CL0739,2025-02-20 14:49:00,jeu,14,0,0,Cadjehoun,Sainte-Rita,3.58,875.0,1.0,portefeuille,terminee,15,20,nouveau_client,585,4.21,performant,remise_bienvenue,0,0,175.0,917.29,742.29,1200.0,0
C00867,CH0179,CL0641,2025-01-15 05:19:00,mer,5,0,0,Calavi Tokpa,Akpakpa,2.51,655.0,1.0,cash,terminee,20,9,nouveau_client,147,4.62,faible_activite,remise_bienvenue,0,0,131.0,685.86,554.86,1200.0,0
C00868,CH0210,CL0508,2025-01-17 14:57:00,ven,14,0,0,Calavi Tokpa,Gbodjè,2.32,586.0,1.0,portefeuille,terminee,26,29,nouveau_client,238,4.43,intermediaire,remise_bienvenue,0,0,117.2,623.46,506.26000000000005,1200.0,0
C00869,CH0171,CL0609,2025-03-19 19:27:00,mer,19,0,1,Calavi Kpota,Cadjehoun,2.31,678.0,1.3,carte,terminee,26,23,nouveau_client,419,4.65,performant,remise_bienvenue,0,0,176.28,951.91,775.63,1200.0,0
C00870,CH0165,CL0632,2025-03-27 09:36:00,jeu,9,0,1,Haie Vive,Sainte-Rita,3.56,899.0,1.2,carte,terminee,3,47,inactif,239,3.96,intermediaire,aucune,0,0,0.0,1067.24,1067.24,800.0,1
C00871,CH0054,CL0201,2025-02-03 20:20:00,lun,20,0,0,Jéricho,Akpakpa,2.01,509.0,1.1,cash,terminee,14,54,inactif,223,4.39,intermediaire,points_gowin,27,13,13.0,583.7,570.7,800.0,0
C00872,CH0083,CL0469,2025-01-25 14:48:00,sam,14,1,0,Jéricho,Sainte-Rita,0.55,140.0,1.1,cash,terminee,19,39,inactif,276,4.85,intermediaire,aucune,0,0,0.0,159.79,159.79,800.0,0
C00873,CH0169,CL0110,2025-02-28 05:02:00,ven,5,0,0,Calavi Tokpa,Calavi Tokpa,2.96,852.0,1.1,carte,terminee,16,51,inactif,260,4.66,intermediaire,aucune,0,0,0.0,909.3,909.3,800.0,1
C00874,CH0211,CL0139,2025-02-07 00:51:00,ven,0,0,0,Calavi Kpota,Cadjehoun,1.55,424.0,1.1,carte,terminee,2,39,inactif,247,4.74,intermediaire,aucune,0,0,0.0,479.48,479.48,800.0,0
C00875,CH0254,CL0312,2025-01-03 12:50:00,ven,12,0,0,Sainte-Rita,Zopah,4.12,1117.0,1.0,portefeuille,terminee,19,37,inactif,263,4.43,intermediaire,points_gowin,55,4,4.0,1072.8,1068.8,800.0,1
C00876,CH0148,CL0007,2025-01-15 07:17:00,mer,7,0,1,Menontin,Fidjrossè,2.5,625.0,1.2,portefeuille,terminee,20,2,nouveau_client,239,4.67,intermediaire,prime_objectif,0,0,300.0,733.31,433.30999999999995,1200.0,0
C00877,CH0206,CL0406,2025-03-06 16:30:00,jeu,16,0,0,Jéricho,Jéricho,5.15,1475.0,1.0,cash,terminee,23,28,nouveau_client,535,4.45,performant,aucune,0,0,0.0,1603.24,1603.24,1200.0,1
C00878,CH0282,CL0341,2025-03-01 13:16:00,sam,13,1,0,Cadjehoun,Akpakpa,1.65,376.0,1.0,portefeuille,terminee,21,7,nouveau_client,267,4.22,intermediaire,points_gowin,18,9,9.0,363.93,354.93,1200.0,0
C00879,CH0019,CL0636,2025-01-03 16:31:00,ven,16,0,0,Sainte-Rita,Fidjrossè,1.05,305.0,1.1,carte,annulee,28,28,nouveau_client,271,4.42,intermediaire,remise_bienvenue,0,0,67.1,0.0,-67.1,1200.0,0
C00880,CH0233,CL0390,2025-01-21 05:27:00,mar,5,0,0,Gbodjè,Fidjrossè,3.59,946.0,1.0,portefeuille,terminee,16,54,inactif,246,4.94,intermediaire,prime_objectif,0,0,300.0,980.85,680.85,800.0,0
C00881,CH0046,CL0338,2025-01-22 01:07:00,mer,1,0,0,Cadjehoun,Jéricho,2.87,731.0,1.1,portefeuille,terminee,20,9,nouveau_client,223,4.84,intermediaire,aucune,0,0,0.0,802.91,802.91,1200.0,0
C00882,CH0162,CL0451,2025-03-02 17:17:00,dim,17,1,1,Sainte-Rita,Menontin,1.46,383.0,1.5,carte,terminee,25,4,nouveau_client,242,4.2,intermediaire,remise_bienvenue,0,0,114.9,593.63,478.73,1200.0,0
C00883,CH0130,CL0343,2025-01-03 00:34:00,ven,0,0,0,Akpakpa,Akpakpa,6.27,1725.0,1.1,portefeuille,terminee,17,10,nouveau_client,123,4.37,faible_activite,points_gowin,94,52,52.0,1869.5,1817.5,1200.0,1
C00884,CH0166,CL0441,2025-01-10 14:52:00,ven,14,0,0,Calavi Kpota,Fidjrossè,1.86,420.0,1.1,carte,terminee,20,3,nouveau_client,266,4.22,intermediaire,remise_bienvenue,0,0,92.4,469.7,377.29999999999995,1200.0,0
C00885,CH0060,CL0667,2025-03-14 05:49:00,ven,5,0,0,Jéricho,Calavi Kpota,2.24,650.0,1.0,portefeuille,terminee,26,48,inactif,81,4.55,faible_activite,aucune,0,0,0.0,702.07,702.07,800.0,0
C00886,CH0207,CL0609,2025-01-17 07:39:00,ven,7,0,1,Sainte-Rita,Cadjehoun,7.04,1820.0,1.2,carte,terminee,0,57,inactif,262,4.8,intermediaire,aucune,0,0,0.0,2198.05,2198.05,800.0,1
C00887,CH0264,CL0140,2025-02-28 23:55:00,ven,23,0,0,Menontin,Gbodjè,5.35,1341.0,1.0,carte,terminee,23,34,inactif,229,5.0,intermediaire,aucune,0,0,0.0,1344.96,1344.96,800.0,1
C00888,CH0001,CL0308,2025-01-22 16:28:00,mer,16,0,0,Gbodjè,Sainte-Rita,1.72,405.0,1.0,cash,terminee,13,49,inactif,90,4.07,faible_activite,prime_objectif,0,0,300.0,411.85,111.85000000000002,800.0,0
C00889,CH0278,CL0329,2025-01-10 04:47:00,ven,4,0,0,Calavi Kpota,Menontin,3.05,787.0,1.0,cash,terminee,19,39,inactif,251,4.76,intermediaire,aucune,0,0,0.0,759.51,759.51,800.0,0
C00890,CH0237,CL0618,2025-01-23 03:15:00,jeu,3,0,0,Menontin,Jéricho,1.6,420.0,1.1,portefeuille,terminee,22,55,inactif,461,4.5,performant,prime_objectif,0,0,300.0,465.74,165.74,800.0,0
C00891,CH0212,CL0712,2025-03-07 06:05:00,ven,6,0,0,Gbodjè,Calavi Tokpa,6.71,1713.0,1.1,cash,terminee,16,11,nouveau_client,257,4.39,intermediaire,points_gowin,94,29,29.0,1792.04,1763.04,1200.0,1
C00892,CH0028,CL0206,2025-03-19 06:18:00,mer,6,0,0,Menontin,Jéricho,6.71,1851.0,1.0,portefeuille,terminee,17,20,nouveau_client,256,4.22,intermediaire,remise_bienvenue,0,0,370.2,1898.22,1528.02,1200.0,1
C00893,CH0097,CL0491,2025-03-16 23:16:00,dim,23,1,0,Haie Vive,Haie Vive,11.14,2858.0,1.0,portefeuille,terminee,43,15,regulier,219,5.0,intermediaire,points_gowin,142,16,16.0,3078.61,3062.61,2000.0,1
C00894,CH0266,CL0322,2025-02-05 23:54:00,mer,23,0,0,Akpakpa,Gbodjè,13.88,4124.0,1.0,portefeuille,terminee,43,13,regulier,543,4.01,performant,prime_objectif,0,0,300.0,4259.31,3959.3100000000004,2000.0,1
C00895,CH0186,CL0182,2025-03-02 09:03:00,dim,9,1,1,Calavi Tokpa,Sainte-Rita,2.48,669.0,1.2,portefeuille,terminee,12,20,nouveau_client,237,4.35,intermediaire,remise_bienvenue,0,0,160.56,835.84,675.28,1200.0,0
C00896,CH0256,CL0408,2025-01-19 16:45:00,dim,16,1,0,Calavi Kpota,Haie Vive,6.03,1722.0,1.0,portefeuille,terminee,17,47,inactif,249,4.61,intermediaire,aucune,0,0,0.0,1643.79,1643.79,800.0,1
C00897,CH0227,CL0327,2025-01-27 15:11:00,lun,15,0,0,Calavi Kpota,Menontin,0.95,222.0,1.0,portefeuille,annulee,16,26,nouveau_client,254,4.64,intermediaire,remise_bienvenue,0,0,44.4,0.0,-44.4,1200.0,0
C00898,CH0027,CL0299,2025-03-22 22:05:00,sam,22,1,0,Agla,Calavi Kpota,4.33,1103.0,1.0,cash,terminee,20,35,inactif,256,4.87,intermediaire,aucune,0,0,0.0,1190.06,1190.06,800.0,1
C00899,CH0105,CL0753,2025-01-02 10:05:00,jeu,10,0,0,Sainte-Rita,Gbodjè,5.06,1266.0,1.0,cash,terminee,21,0,nouveau_client,241,4.24,intermediaire,aucune,0,0,0.0,1275.81,1275.81,1200.0,1
C00900,CH0137,CL0712,2025-01-08 22:41:00,mer,22,0,0,Akpakpa,Sainte-Rita,1.93,517.0,1.0,cash,terminee,19,0,nouveau_client,256,4.69,intermediaire,prime_objectif,0,0,300.0,566.75,266.75,1200.0,0
C00901,CH0282,CL0649,2025-01-19 23:02:00,dim,23,1,0,Akpakpa,Menontin,2.37,686.0,1.0,carte,terminee,18,21,nouveau_client,216,4.48,intermediaire,prime_objectif,0,0,300.0,664.1,364.1,1200.0,0
C00902,CH0068,CL0503,2025-01-03 15:18:00,ven,15,0,0,Calavi Kpota,Akpakpa,6.74,1556.0,1.0,carte,terminee,17,14,nouveau_client,277,4.51,intermediaire,remise_bienvenue,0,0,311.2,1698.69,1387.49,1200.0,1
C00903,CH0148,CL0590,2025-01-17 13:54:00,ven,13,0,0,Gbodjè,Akpakpa,5.14,1184.0,1.0,portefeuille,terminee,18,51,inactif,537,4.36,performant,aucune,0,0,0.0,1237.45,1237.45,800.0,1
C00904,CH0225,CL0249,2025-02-22 17:22:00,sam,17,1,1,Zopah,Agla,10.26,2963.0,1.2,carte,terminee,4,19,nouveau_client,102,4.55,faible_activite,points_gowin,177,117,117.0,3405.74,3288.74,1200.0,1
C00905,CH0249,CL0334,2025-02-08 04:16:00,sam,4,1,0,Fidjrossè,Jéricho,9.52,2294.0,1.1,cash,terminee,22,2,nouveau_client,255,4.46,intermediaire,prime_objectif,0,0,300.0,2765.03,2465.03,1200.0,1
C00906,CH0063,CL0386,2025-03-22 14:10:00,sam,14,1,0,Akpakpa,Cadjehoun,1.12,308.0,1.0,portefeuille,annulee,19,13,nouveau_client,247,4.39,intermediaire,aucune,0,0,0.0,0.0,0.0,1200.0,0
C00907,CH0015,CL0288,2025-03-15 19:40:00,sam,19,1,1,Agla,Menontin,2.65,704.0,1.3,portefeuille,terminee,53,8,regulier,234,4.34,intermediaire,aucune,0,0,0.0,871.34,871.34,2000.0,0
C00908,CH0123,CL0403,2025-02-01 00:19:00,sam,0,1,0,Fidjrossè,Jéricho,1.79,515.0,1.1,cash,terminee,23,18,nouveau_client,247,4.61,intermediaire,aucune,0,0,0.0,600.27,600.27,1200.0,0
C00909,CH0082,CL0374,2025-01-24 14:21:00,ven,14,0,0,Jéricho,Calavi Kpota,6.2,1453.0,1.0,portefeuille,terminee,19,39,inactif,240,4.1,intermediaire,prime_objectif,0,0,300.0,1574.22,1274.22,800.0,1
C00910,CH0160,CL0117,2025-02-04 10:08:00,mar,10,0,0,Menontin,Gbodjè,4.62,1084.0,1.1,carte,terminee,15,33,inactif,504,4.44,performant,points_gowin,59,28,28.0,1164.23,1136.23,800.0,1
C00911,CH0283,CL0578,2025-02-23 09:02:00,dim,9,1,1,Menontin,Zopah,1.88,502.0,1.2,portefeuille,terminee,1,3,nouveau_client,241,4.27,intermediaire,points_gowin,30,9,9.0,603.31,594.31,1200.0,0
C00912,CH0008,CL0205,2025-01-25 09:01:00,sam,9,1,1,Akpakpa,Jéricho,2.09,619.0,1.2,portefeuille,terminee,16,32,inactif,251,4.46,intermediaire,aucune,0,0,0.0,768.19,768.19,800.0,0
C00913,CH0283,CL0607,2025-02-26 10:09:00,mer,10,0,0,Calavi Kpota,Haie Vive,8.21,2103.0,1.0,cash,terminee,0,42,inactif,240,4.47,intermediaire,points_gowin,105,43,43.0,2212.3,2169.3,800.0,1
C00914,CH0209,CL0559,2025-02-07 02:19:00,ven,2,0,0,Gbodjè,Fidjrossè,2.87,716.0,1.0,carte,terminee,21,36,inactif,248,4.76,intermediaire,aucune,0,0,0.0,773.84,773.84,800.0,0
C00915,CH0048,CL0185,2025-02-19 22:25:00,mer,22,0,0,Gbodjè,Agla,0.86,233.0,1.0,carte,terminee,25,1,nouveau_client,252,4.7,intermediaire,remise_bienvenue,0,0,46.6,247.95,201.35,1200.0,0
C00916,CH0116,CL0699,2025-02-09 12:01:00,dim,12,1,0,Sainte-Rita,Gbodjè,1.76,519.0,1.0,portefeuille,terminee,23,26,nouveau_client,263,4.59,intermediaire,aucune,0,0,0.0,521.34,521.34,1200.0,0
C00917,CH0059,CL0787,2025-01-27 18:02:00,lun,18,0,1,Fidjrossè,Calavi Tokpa,11.6,3338.0,1.3,carte,terminee,20,44,inactif,239,4.55,intermediaire,prime_objectif,0,0,300.0,4657.3,4357.3,800.0,1
C00918,CH0237,CL0564,2025-03-27 14:39:00,jeu,14,0,0,Gbodjè,Gbodjè,7.17,2149.0,1.0,carte,terminee,20,16,nouveau_client,430,4.44,performant,remise_bienvenue,0,0,429.8,2352.96,1923.16,1200.0,1
C00919,CH0061,CL0028,2025-03-10 23:23:00,lun,23,0,0,Sainte-Rita,Menontin,1.53,347.0,1.0,carte,terminee,35,48,regulier,240,4.44,intermediaire,aucune,0,0,0.0,341.46,341.46,2000.0,0
C00920,CH0079,CL0745,2025-01-13 20:38:00,lun,20,0,0,Agla,Gbodjè,4.33,1011.0,1.0,carte,terminee,17,49,inactif,260,3.98,intermediaire,aucune,0,0,0.0,971.69,971.69,800.0,1
C00921,CH0256,CL0473,2025-03-20 09:53:00,jeu,9,0,1,Gbodjè,Gbodjè,6.89,1865.0,1.3,carte,terminee,35,52,regulier,271,4.72,intermediaire,aucune,0,0,0.0,2458.43,2458.43,2000.0,1
C00922,CH0150,CL0726,2025-02-14 02:51:00,ven,2,0,0,Gbodjè,Haie Vive,1.11,318.0,1.0,portefeuille,terminee,23,59,inactif,252,4.58,intermediaire,aucune,0,0,0.0,344.14,344.14,800.0,0
C00923,CH0261,CL0215,2025-03-22 18:13:00,sam,18,1,1,Sainte-Rita,Haie Vive,7.38,1818.0,1.2,portefeuille,terminee,48,30,regulier,408,4.86,performant,prime_objectif,0,0,300.0,2121.7,1821.6999999999998,2000.0,0
C00924,CH0140,CL0449,2025-03-14 05:41:00,ven,5,0,0,Calavi Tokpa,Haie Vive,5.11,1241.0,1.1,carte,terminee,14,40,inactif,252,4.33,intermediaire,aucune,0,0,0.0,1478.23,1478.23,800.0,1
C00925,CH0213,CL0299,2025-02-08 12:27:00,sam,12,1,0,Zopah,Gbodjè,2.28,648.0,1.0,cash,terminee,31,5,regulier,442,4.88,performant,prime_objectif,0,0,300.0,712.04,412.03999999999996,2000.0,0
C00926,CH0248,CL0710,2025-01-03 06:32:00,ven,6,0,0,Zopah,Jéricho,5.65,1295.0,1.0,carte,terminee,18,59,inactif,242,4.44,intermediaire,aucune,0,0,0.0,1240.74,1240.74,800.0,1
C00927,CH0242,CL0071,2025-01-25 10:20:00,sam,10,1,0,Zopah,Calavi Tokpa,4.66,1178.0,1.0,cash,terminee,24,51,inactif,535,4.33,performant,prime_objectif,0,0,300.0,1206.61,906.6099999999999,800.0,1
C00928,CH0125,CL0419,2025-02-18 23:55:00,mar,23,0,0,Calavi Kpota,Agla,4.88,1283.0,1.0,portefeuille,terminee,58,30,regulier,240,4.96,intermediaire,aucune,0,0,0.0,1282.14,1282.14,2000.0,0
C00929,CH0234,CL0690,2025-02-27 06:18:00,jeu,6,0,0,Gbodjè,Haie Vive,4.23,1130.0,1.1,portefeuille,terminee,25,2,nouveau_client,243,4.61,intermediaire,remise_bienvenue,0,0,248.6,1254.25,1005.65,1200.0,0
C00930,CH0283,CL0512,2025-01-24 11:02:00,ven,11,0,0,Fidjrossè,Sainte-Rita,2.04,570.0,1.0,portefeuille,terminee,21,39,inactif,244,5.0,intermediaire,aucune,0,0,0.0,580.11,580.11,800.0,0
C00931,CH0075,CL0143,2025-01-13 19:00:00,lun,19,0,1,Calavi Tokpa,Gbodjè,2.31,581.0,1.2,carte,terminee,19,2,nouveau_client,252,4.55,intermediaire,aucune,0,0,0.0,739.7,739.7,1200.0,0
C00932,CH0197,CL0649,2025-03-17 09:26:00,lun,9,0,1,Agla,Akpakpa,3.26,883.0,1.2,portefeuille,terminee,50,32,regulier,257,4.74,intermediaire,aucune,0,0,0.0,1100.6,1100.6,2000.0,0
C00933,CH0098,CL0311,2025-03-30 20:18:00,dim,20,1,0,Calavi Tokpa,Gbodjè,3.95,1062.0,1.1,carte,terminee,39,51,regulier,214,4.81,intermediaire,points_gowin,58,2,2.0,1278.22,1276.22,2000.0,0
C00934,CH0261,CL0248,2025-02-17 13:29:00,lun,13,0,0,Menontin,Sainte-Rita,5.86,1559.0,1.0,carte,terminee,0,58,inactif,486,4.42,performant,prime_objectif,0,0,300.0,1558.87,1258.87,800.0,1
C00935,CH0070,CL0259,2025-01-16 16:49:00,jeu,16,0,0,Gbodjè,Calavi Kpota,11.78,3216.0,1.1,portefeuille,terminee,12,12,nouveau_client,229,4.6,intermediaire,points_gowin,176,98,98.0,3648.06,3550.06,1200.0,1
C00936,CH0036,CL0675,2025-01-25 18:11:00,sam,18,1,1,Calavi Tokpa,Menontin,4.47,1093.0,1.5,portefeuille,terminee,20,20,nouveau_client,240,4.55,intermediaire,remise_bienvenue,0,0,327.9,1757.54,1429.6399999999999,1200.0,1
C00937,CH0142,CL0158,2025-01-02 21:43:00,jeu,21,0,0,Menontin,Akpakpa,5.8,1342.0,1.0,portefeuille,annulee,14,36,inactif,246,4.75,intermediaire,points_gowin,67,17,17.0,0.0,-17.0,800.0,0
C00938,CH0213,CL0733,2025-03-24 12:53:00,lun,12,0,0,Sainte-Rita,Sainte-Rita,6.67,1560.0,1.1,cash,terminee,12,15,nouveau_client,589,4.18,performant,aucune,0,0,0.0,1726.22,1726.22,1200.0,1
C00939,CH0175,CL0434,2025-01-11 20:20:00,sam,20,1,0,Sainte-Rita,Akpakpa,6.06,1466.0,1.0,cash,annulee,23,20,nouveau_client,263,4.68,intermediaire,remise_bienvenue,0,0,293.2,0.0,-293.2,1200.0,0
C00940,CH0260,CL0387,2025-02-22 03:16:00,sam,3,1,0,Gbodjè,Cadjehoun,1.98,520.0,1.1,carte,terminee,31,55,regulier,274,4.78,intermediaire,aucune,0,0,0.0,583.32,583.32,2000.0,0
C00941,CH0137,CL0076,2025-01-25 21:57:00,sam,21,1,0,Calavi Tokpa,Menontin,8.7,2506.0,1.0,cash,terminee,7,47,inactif,233,4.3,intermediaire,prime_objectif,0,0,300.0,2638.18,2338.18,800.0,1
C00942,CH0002,CL0460,2025-02-20 03:01:00,jeu,3,0,0,Agla,Agla,7.86,2182.0,1.0,cash,terminee,16,55,inactif,233,4.24,intermediaire,aucune,0,0,0.0,2354.62,2354.62,800.0,1
C00943,CH0145,CL0613,2025-02-28 21:04:00,ven,21,0,0,Gbodjè,Calavi Kpota,4.19,1191.0,1.0,portefeuille,annulee,23,43,inactif,249,4.0,intermediaire,aucune,0,0,0.0,0.0,0.0,800.0,0
C00944,CH0153,CL0491,2025-03-16 22:14:00,dim,22,1,0,Haie Vive,Calavi Tokpa,2.07,520.0,1.1,portefeuille,terminee,18,12,nouveau_client,276,5.0,intermediaire,remise_bienvenue,0,0,114.4,579.07,464.6700000000001,1200.0,0
C00945,CH0297,CL0597,2025-01-19 19:52:00,dim,19,1,1,Agla,Menontin,3.91,998.0,1.2,carte,terminee,1,3,nouveau_client,252,4.28,intermediaire,aucune,0,0,0.0,1233.28,1233.28,1200.0,0
C00946,CH0251,CL0411,2025-01-02 05:45:00,jeu,5,0,0,Sainte-Rita,Menontin,1.21,308.0,1.0,carte,terminee,23,30,inactif,230,4.93,intermediaire,aucune,0,0,0.0,337.65,337.65,800.0,0
C00947,CH0077,CL0548,2025-01-13 13:40:00,lun,13,0,0,Jéricho,Menontin,9.42,2255.0,1.0,cash,terminee,4,8,nouveau_client,266,4.44,intermediaire,points_gowin,112,51,51.0,2156.62,2105.62,1200.0,1
C00948,CH0229,CL0519,2025-03-23 06:02:00,dim,6,1,0,Calavi Kpota,Menontin,2.46,565.0,1.0,carte,terminee,20,47,inactif,250,4.83,intermediaire,prime_objectif,0,0,300.0,574.74,274.74,800.0,0
C00949,CH0276,CL0709,2025-03-20 21:36:00,jeu,21,0,0,Calavi Kpota,Gbodjè,3.14,846.0,1.0,portefeuille,terminee,29,32,inactif,243,4.67,intermediaire,aucune,0,0,0.0,884.41,884.41,800.0,1
C00950,CH0248,CL0429,2025-02-24 00:24:00,lun,0,0,0,Calavi Tokpa,Cadjehoun,9.0,2693.0,1.0,portefeuille,terminee,14,36,inactif,226,5.0,intermediaire,aucune,0,0,0.0,2561.75,2561.75,800.0,1
C00951,CH0177,CL0557,2025-02-24 07:06:00,lun,7,0,1,Gbodjè,Akpakpa,8.34,1981.0,1.2,cash,terminee,14,52,inactif,240,4.93,intermediaire,aucune,0,0,0.0,2471.14,2471.14,800.0,1
